ALFABETA;"PRINCIPIO ACTIVO";"MARCA COMERCIAL";PRESENTACION;LABORATORIO;"PVP PAMI AL 30/04/2021";COBERTURA;"IMPORTE AFILIADO"
11713;metronidazol;TRICOFIN;"500 mg ov.x 8";Raymos-Megalabs;222.43;50;111.22
39892;minociclina;"MEIBI 100";"100 mg comp.x 30";Raymos-Megalabs;1551.25;60;620.5
25427;minociclina;MEIBI;"50 mg comp.x 30";Raymos-Megalabs;682.57;60;273.03
32862;minociclina;"SEBOCLEAR 100";"comp.rec.x 10";Raymos-Megalabs;722.85;60;289.14
32863;minociclina;"SEBOCLEAR 100";"comp.rec.x 30";Raymos-Megalabs;1663.41;60;665.36
31575;minociclina;SEBOCLEAR;"comp.x 10";Raymos-Megalabs;303.26;60;121.3
30677;minociclina;SEBOCLEAR;"comp.x 30";Raymos-Megalabs;758.31;60;303.32
43522;olanzapina;APSICO;"10 mg comp.x 14";Raymos-Megalabs;2818.15;50;1409.08
43523;olanzapina;APSICO;"10 mg comp.x 28";Raymos-Megalabs;5721.22;50;2860.61
43519;olanzapina;APSICO;"2.5 mg comp.x 28";Raymos-Megalabs;1975.38;50;987.69
43520;olanzapina;APSICO;"5 mg comp.rec.x 14";Raymos-Megalabs;1420.68;50;710.34
43521;olanzapina;APSICO;"5 mg comp.rec.x 28";Raymos-Megalabs;2891.51;50;1445.76
23077;paroxetina;PAMOXET;"20 mg comp.x 30";Raymos-Megalabs;1311.83;50;655.92
24495;paroxetina;PAMOXET;"40 mg comp.x 30";Raymos-Megalabs;1921.58;50;960.79
17828;permetrina;DERMOPER;"cr.fluida x 100 g";Raymos-Megalabs;607.55;50;303.78
22316;"polimixina b+neomicina+asoc.";"VAGICURAL PLUS";"ov.x 12";Raymos-Megalabs;610.85;50;305.43
22315;"polimixina b+neomicina+asoc.";"VAGICURAL PLUS";"ov.x 6";Raymos-Megalabs;372.92;50;186.46
43125;pregabalina;PREBANAL;"150 mg caps.x 28";Raymos-Megalabs;1991.06;50;995.53
43123;pregabalina;PREBANAL;"75 mg caps.x 14";Raymos-Megalabs;610.75;50;305.38
43124;pregabalina;PREBANAL;"75 mg caps.x 28";Raymos-Megalabs;1262.78;50;631.39
43201;progesterona;"MAFEL 200";"caps.x 14";Raymos-Megalabs;1054.84;50;527.42
43202;progesterona;"MAFEL 200";"caps.x 28";Raymos-Megalabs;2265.88;50;1132.94
18977;progesterona;MAFEL;"caps.x 30";Raymos-Megalabs;1182.39;50;591.2
41953;quetiapina;"ATIPINA 100";"100 mg comp.rec.x 30";Raymos-Megalabs;2765.09;50;1382.55
41954;quetiapina;"ATIPINA 200";"200 mg comp.rec.x 30";Raymos-Megalabs;3522.31;50;1761.16
41952;quetiapina;"ATIPINA 25";"25 mg comp.rec.x 30";Raymos-Megalabs;1682.5;50;841.25
35160;sertralina;ANILAR;"100 mg comp.rec.x 30";Raymos-Megalabs;1353.16;50;676.58
33637;sertralina;ANILAR;"50 mg comp.rec.x 30";Raymos-Megalabs;894.76;50;447.38
10912;siliconas;AEROGAL;"aerosol x 170 g";Raymos-Megalabs;788.33;50;394.17
6984;sodio.perborato+asoc.;HIFAMONIL;"pvo.sob.x 20";Raymos-Megalabs;655.3;50;327.65
6983;sodio.perborato+asoc.;HIFAMONIL;"pvo.sob.x 8";Raymos-Megalabs;293.02;50;146.51
6986;sodio.perborato+asoc.;HIFAMONIL;"pvo.x 100 g";Raymos-Megalabs;403.09;50;201.55
30130;terbinafina;TACNA;"250 mg comp.x 14";Raymos-Megalabs;953.79;50;476.9
30131;terbinafina;TACNA;"250 mg comp.x 28";Raymos-Megalabs;1748.47;50;874.24
18628;tioconazol;HONGUIL;"caps.vag.x 1";Raymos-Megalabs;388.72;50;194.36
27531;tióctico.ác.;TIOCTAN;"600 mg comp.rec.x 30";Raymos-Megalabs;1719.21;50;859.61
21743;"triticum vulgare+asoc.";"CICATUL N.F.";"cr.tópica x 30 g";Raymos-Megalabs;698.37;50;349.19
45417;"triticum vulgare+asoc.";"CICATUL N.F.";"cr.vag.x 60 g";Raymos-Megalabs;868.62;50;434.31
49123;"triticum vulgare+asoc.";"CICATUL N.F.";"gasas est.monod.x 10";Raymos-Megalabs;1008.93;50;504.47
21746;"triticum vulgare+asoc.";"CICATUL N.F.";"ov.x 6";Raymos-Megalabs;716.62;50;358.31
7028;vit.+minerales;"TANVIMIL M";"caps.x 30";Raymos-Megalabs;323.99;50;162
51071;vit.+minerales;"TANVIMIL M";"caps.x 60";Raymos-Megalabs;758.61;50;379.31
7013;vit.a;"TANVIMIL A";"100000 UI caps.x 30";Raymos-Megalabs;330.04;50;165.02
51062;vit.a;"TANVIMIL A";"50000 UI caps.x 30";Raymos-Megalabs;350.12;50;175.06
51063;vit.a;"TANVIMIL A";"50000 UI caps.x 60";Raymos-Megalabs;583.5;50;291.75
7010;vit.a;"TANVIMIL A";"gts.x 10 ml";Raymos-Megalabs;29.84;50;14.92
27830;vit.a+vit.c+vit.d;"TANVIMIL ACD";"gts.x 20 ml";Raymos-Megalabs;327.88;50;163.94
7014;vit.a+vit.d;"TANVIMIL AD";"gts.x 10 ml";Raymos-Megalabs;20.62;50;10.31
40719;vit.b.complejo;"TANVIMIL B1 B6 B12";"comp.rec.x 30";Raymos-Megalabs;510.1;50;255.05
51065;vit.b6;"TANVIMIL B6";"comp.x 30";Raymos-Megalabs;230.61;50;115.31
51064;vit.b6;"TANVIMIL B6";"comp.x 60";Raymos-Megalabs;372.8;50;186.4
27831;vit.c;"TANVIMIL C";"1 g comp.x 30";Raymos-Megalabs;30.74;50;15.37
7017;vit.c;"TANVIMIL C";"250 mg comp.mast.x 50";Raymos-Megalabs;15.7;50;7.85
7018;vit.c;"TANVIMIL C";"500 mg comp.x 20";Raymos-Megalabs;15.88;50;7.94
7019;vit.c;"TANVIMIL C";"500 mg comp.x 50";Raymos-Megalabs;31.42;50;15.71
7020;vit.c;"TANVIMIL C";"gts.x 20 ml";Raymos-Megalabs;25.93;50;12.97
15548;vit.c+vit.e+betacaroteno;"TANVIMIL PLUS";"caps.x 100";Raymos-Megalabs;285.52;50;142.76
13011;vit.c+vit.e+betacaroteno;"TANVIMIL PLUS";"caps.x 20";Raymos-Megalabs;85.18;50;42.59
51072;vit.c+vit.e+betacaroteno;"TANVIMIL PLUS";"caps.x 30";Raymos-Megalabs;436.62;50;218.31
13012;vit.c+vit.e+betacaroteno;"TANVIMIL PLUS";"caps.x 50";Raymos-Megalabs;167.02;50;83.51
51073;vit.c+vit.e+betacaroteno;"TANVIMIL PLUS";"caps.x 60";Raymos-Megalabs;839.99;50;420
7021;vit.d;"TANVIMIL D";"gts.x 10 ml";Raymos-Megalabs;240.74;50;120.37
50604;vit.e;"TANVIMIL E";"1000 mg caps.x 30";Raymos-Megalabs;661.59;50;330.8
50605;vit.e;"TANVIMIL E";"1000 mg caps.x 60";Raymos-Megalabs;1144.63;50;572.32
51066;vit.e;"TANVIMIL E";"400 mg caps.x 60";Raymos-Megalabs;703.2;50;351.6
51067;vit.e;"TANVIMIL E";"caps.x 30";Raymos-Megalabs;319.39;50;159.7
51068;vit.e;"TANVIMIL E";"caps.x 60";Raymos-Megalabs;483.05;50;241.53
26753;vit.e+vit.a+asoc.;"TANVIMIL EBA";"caps.x 100";Raymos-Megalabs;1130.86;50;565.43
51069;vit.e+vit.a+asoc.;"TANVIMIL EBA";"caps.x 30";Raymos-Megalabs;432.29;50;216.15
51070;vit.e+vit.a+asoc.;"TANVIMIL EBA";"caps.x 60";Raymos-Megalabs;701.54;50;350.77
7027;vit.k;"TANVIMIL K";"comp.x 10";Raymos-Megalabs;260.69;50;130.35
5896;amikacina;"AMIKACINA RICHET";"(como base) 500 mg a.x 1";Richet;726.13;60;290.45
36396;amlodipina;"AMLODIPINA RICHET";"10 mg comp.x 30";Richet;787.69;60;315.08
36392;amlodipina;"AMLODIPINA RICHET";"5 mg comp.x 30";Richet;481.02;60;192.41
6252;amoxicilina;"AMOXICILINA RICHET";"1 g comp.x 16";Richet;741.98;60;296.79
6250;amoxicilina;"AMOXICILINA RICHET";"1 g comp.x 8";Richet;383.05;60;153.22
7133;amoxicilina;"AMOXICILINA RICHET";"250 mg pvo.p/susp.x 60ml";Richet;70.58;60;28.23
11673;amoxicilina;"AMOXICILINA RICHET";"250 mg pvo.p/susp.x 90ml";Richet;291.87;60;116.75
7536;amoxicilina;"AMOXICILINA RICHET";"250 mg pvo.p/susp.x120ml";Richet;361.89;60;144.76
7138;amoxicilina;"AMOXICILINA RICHET";"500 mg comp.ran.x 16";Richet;257.76;60;103.1
13967;amoxicilina;"AMOXICILINA RICHET";"500 mg pvo.p/susp.x 60ml";Richet;306.51;60;122.6
13968;amoxicilina;"AMOXICILINA RICHET";"500 mg pvo.p/susp.x 90ml";Richet;341.14;60;136.46
13969;amoxicilina;"AMOXICILINA RICHET";"500 mg pvo.p/susp.x120ml";Richet;482.88;60;193.15
45859;amoxicilina;"AMOXICILINA RICHET DUO";"750 mg pvo.p/susp.x 70ml";Richet;403.11;60;161.24
45861;amoxicilina;"AMOXICILINA RICHET DUO";"875 mg comp.x 14 (TRZB)";Richet;374.5;60;149.8
23789;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO RICHET";"1000 mg comp.x 16 (TRZB)";Richet;891.35;60;356.54
23788;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO RICHET";"1000 mg comp.x 8";Richet;564.77;60;225.91
23790;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO RICHET";"250 mg pvo.p/susp.x 60ml";Richet;323.72;60;129.49
27562;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO RICHET";"250 mg pvo.p/susp.x 90ml";Richet;449.14;60;179.66
35661;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO 7:1 RICHET";"400/57.5 mg susp.x 70 ml";Richet;468.77;60;187.51
23787;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO RICHET";"500 mg comp.x 16";Richet;755.73;60;302.29
23786;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO RICHET";"500 mg comp.x 8";Richet;398.54;60;159.42
35660;amoxicilina+clavulánico.ác.;"AMOXICILINA CLAVULANICO 7:1 RICHET";"875/125mg comp.x14(TRZB)";Richet;756.19;60;302.48
999;ampicilina;"AMPICILINA RICHET";"1 g comp.x 16";Richet;747.59;60;299.04
928;ampicilina;"AMPICILINA RICHET";"1 g comp.x 8";Richet;374.68;60;149.87
7153;ampicilina;"AMPICILINA RICHET";"500 mg comp.x 16";Richet;509.21;60;203.68
17429;ampicilina+sulbactam;"SULTAMICILINA RICHET";"1.5 g iny.f.a.x 1";Richet;314.95;60;125.98
36810;atorvastatín;"ATORVASTATIN RICHET";"10 mg comp.x 30";Richet;1134.27;80;226.85
36811;atorvastatín;"ATORVASTATIN RICHET";"10 mg comp.x 60";Richet;1963.39;80;392.68
36812;atorvastatín;"ATORVASTATIN CALCICO RICHET";"20 mg comp.rec.x 30";Richet;1895.62;80;379.12
36813;atorvastatín;"ATORVASTATIN CALCICO RICHET";"20 mg comp.rec.x 60";Richet;3247.37;80;649.47
36814;atorvastatín;"ATORVASTATIN RICHET";"40 mg comp.x 30";Richet;2131.65;80;426.33
20008;azitromicina;"AZITROMICINA RICHET";"500 mg comp.x 3";Richet;382.33;60;152.93
20255;azitromicina;"AZITROMICINA RICHET";"500 mg comp.x 6";Richet;529.88;60;211.95
20009;azitromicina;"AZITROMICINA RICHET";"pvo.p/susp.oral x 15 ml";Richet;417;60;166.8
47579;betahistina;"BETAHISTINA RICHET";"16 mg comp.x 30";Richet;590.09;50;295.05
47580;betahistina;"BETAHISTINA RICHET";"24 mg comp.x 30";Richet;858.57;50;429.29
47578;betahistina;"BETAHISTINA RICHET";"8 mg comp.x 30";Richet;503.79;50;251.9
47502;"candesartán cilexetil";"CANDESARTAN RICHET";"16 mg comp.x 30";Richet;2202.37;60;880.95
47501;"candesartán cilexetil";"CANDESARTAN RICHET";"8 mg comp.x 30";Richet;1468.49;60;587.4
39949;carvedilol;"CARVEDILOL RICHET";"12.5 mg comp.x 28";Richet;448.79;60;179.52
39950;carvedilol;"CARVEDILOL RICHET";"25 mg comp.x 28";Richet;547.24;60;218.9
51600;carvedilol;"CARVEDILOL RICHET";"50 mg comp.x 28";Richet;633.53;60;253.41
39948;carvedilol;"CARVEDILOL RICHET";"6.25 mg comp.x 28";Richet;360.09;60;144.04
49795;cefalexina;"CEFALEXINA RICHET";"1 g comp.x 14";Richet;805.29;60;322.12
6281;cefalexina;"CEFALEXINA RICHET";"1 g comp.x 16 (TRZB)";Richet;809.77;60;323.91
6276;cefalexina;"CEFALEXINA RICHET";"1 g comp.x 8";Richet;471.85;60;188.74
11676;cefalexina;"CEFALEXINA RICHET";"250 mg pvo.p/susp.x 18ds";Richet;295.28;60;118.11
7553;cefalexina;"CEFALEXINA RICHET";"250 mg pvo.p/susp.x 24ds";Richet;325.89;60;130.36
7165;cefalexina;"CEFALEXINA RICHET";"500 mg comp.x 8";Richet;244.88;60;97.95
18752;cefalexina;"CEFALEXINA RICHET";"500 mg pvo.p/susp.x 12ds";Richet;452.33;60;180.93
18753;cefalexina;"CEFALEXINA RICHET";"500 mg pvo.p/susp.x 18ds";Richet;485.35;60;194.14
18754;cefalexina;"CEFALEXINA RICHET";"500 mg pvo.p/susp.x 24ds";Richet;579.13;60;231.65
7166;cefalexina;"CEFALEXINA RICHET";"500mg comp.ran.x16(TRZB)";Richet;417.08;60;166.83
7171;cefazolina;"CEFAZOLINA RICHET";"1 g iny.f.a.x 1";Richet;425.33;60;170.13
17797;cefoxitina;"CEFOXITINA RICHET";"1 g iny.f.a.+a.sol.";Richet;1815.21;60;726.08
13320;ceftazidima;"CEFTAZIDIMA RICHET";"1 g iny.f.a. (C/u)";Richet;406.69;60;162.68
13324;ceftriaxona;"CEFTRIAXONA RICHET";"1 g IM f.a.+a.solv.(C/u)";Richet;827.99;60;331.2
13323;ceftriaxona;"CEFTRIAXONA RICHET";"1 g IV f.a.+a.solv.";Richet;575.41;60;230.16
17803;cefuroxima;"CEFUROXIMA RICHET";"1.5 g iny.f.a.";Richet;267.65;60;107.06
17800;cefuroxima;"CEFUROXIMA RICHET";"500 mg comp.x 8";Richet;709.87;60;283.95
17802;cefuroxima;"CEFUROXIMA RICHET";"750 mg iny.f.a.";Richet;124.8;60;49.92
17801;cefuroxima;"CEFUROXIMA RICHET SUSPENSION 125 MG";"jbe.x 70 ml";Richet;1158.1;60;463.24
50863;cilostazol;"CILOSTAZOL RICHET";"100 mg comp.x 30";Richet;1090.13;60;436.05
50864;cilostazol;"CILOSTAZOL RICHET";"100 mg comp.x 60";Richet;2205.87;60;882.35
15600;ciprofloxacina;"CIPROFLOXACINA RICHET";"500 mg comp.rec.x 10";Richet;708.99;60;283.6
55160;ciprofloxacina;"CIPROFLOXACINA RICHET";"500 mg comp.rec.x 20";Richet;1197.32;60;478.93
33733;claritromicina;"CLARITROMICINA RICHET";"250mg/5ml susp.oralx60ml";Richet;906.25;60;362.5
23792;claritromicina;"CLARITROMICINA RICHET";"500 mg IV iny.f.a.";Richet;1189.55;60;475.82
23796;claritromicina;"CLARITROMICINA RICHET";"500 mg comp.x 16";Richet;1070.19;60;428.08
23795;claritromicina;"CLARITROMICINA RICHET";"500 mg comp.x 8";Richet;609.21;60;243.68
17438;clindamicina;"CLINDAMICINA RICHET";"300 mg caps.x 16";Richet;616.39;60;246.56
42583;clopidogrel;"CLOPIDOGREL RICHET";"75 mg comp.x 30";Richet;1823.75;50;911.88
48530;clopidogrel;"CLOPIDOGREL RICHET";"75 mg comp.x 60";Richet;2464.83;50;1232.42
39374;"colistina metansulfonato";"COLISTINA RICHET";"iny.f.a.x 2 ml + solv.";Richet;831.37;60;332.55
47417;desloratadina;"DESLORATADINA RICHET";"5 mg comp.x 14";Richet;387.95;50;193.98
47416;desloratadina;"DESLORATADINA RICHET";"5 mg comp.x 7";Richet;216.75;50;108.38
7174;dexametasona;"DEXAMETASONA 21 FOSFATO RICHET";"8mg/2ml iny.a.x 1 c/jga.";Richet;549.38;50;274.69
50756;enalapril;"ENALAPRIL RICHET";"10 mg comp.x 30";Richet;361.79;80;72.36
12908;enalapril;"ENALAPRIL RICHET";"10 mg comp.x 50";Richet;555.71;80;111.14
50757;enalapril;"ENALAPRIL RICHET";"10 mg comp.x 60";Richet;683.58;80;136.72
48065;esomeprazol;"ESOMEPRAZOL RICHET 20 MG";"20 mg cáps.x 14";Richet;651.77;50;325.89
48067;esomeprazol;"ESOMEPRAZOL RICHET 20 MG";"20 mg cáps.x 28";Richet;1144.8;50;572.4
48068;esomeprazol;"ESOMEPRAZOL RICHET 40 MG";"40 mg cáps.x 14";Richet;904.69;50;452.35
48069;esomeprazol;"ESOMEPRAZOL RICHET 40 MG";"40 mg cáps.x 28";Richet;1642.59;50;821.3
6377;estreptomicina;"ESTREPTOMICINA RICHET TP";"1 g iny.f.a.x 1";Richet;821.89;60;328.76
56646;"fenofibrato micronizado";"FENOFIBRATO MICRONIZADO RICHET";"200 mg caps.x 30";Richet;1300.21;60;520.08
56647;"fenofibrato micronizado";"FENOFIBRATO MICRONIZADO RICHET";"200 mg caps.x 60";Richet;2182.62;60;873.05
6207;fenoximetilpenicilina;"PENICILINA ORAL RICHET";"1000000 UI comp.x 12";Richet;274.54;60;109.82
6211;fenoximetilpenicilina;"PENICILINA ORAL RICHET";"1000000 UI comp.x 24";Richet;483.35;60;193.34
6243;fenoximetilpenicilina;"PENICILINA ORAL RICHET";"1500000 UI comp.x 12";Richet;423.65;60;169.46
6255;fenoximetilpenicilina;"PENICILINA ORAL RICHET";"1500000 UI comp.x 24";Richet;733.88;60;293.55
16273;fluconazol;"FLUCONAZOL RICHET";"100 mg comp.x 10";Richet;2172.28;50;1086.14
16275;fluconazol;"FLUCONAZOL RICHET";"150 mg comp.x 2";Richet;483.26;50;241.63
47500;fluconazol;"FLUCONAZOL RICHET";"150 mg comp.x 4";Richet;773.49;50;386.75
16277;fluconazol;"FLUCONAZOL RICHET";"200 mg comp.x 10";Richet;3462.65;50;1731.33
21803;fluconazol;"FLUCONAZOL RICHET";"50mg/5ml susp.oral x35ml";Richet;1036.12;50;518.06
28504;ganciclovir;"GANCICLOVIR RICHET";"IV 500 mg f.a.x 1";Richet;2481.99;60;992.8
7180;gentamicina;"GENTAMICINA (COMO SULFATO) RICHET";"80 mg iny.a.x 2 x 2 ml";Richet;495.1;60;198.04
7181;gentamicina;"GENTAMICINA (COMO SULFATO) RICHET";"80 mg iny.a.x 6 x 2 ml";Richet;1205.8;60;482.32
7742;hidrocortisona;"HIDROCORTISONA RICHET";"500 mg liof.f.a.x 1";Richet;790.9;50;395.45
17811;hierro+fólico.ác.;"SULFATO FERROSO RICHET";"525 mg comp.x 30 (TRZB)";Richet;710.71;50;355.36
22438;hierro+fólico.ác.;"SULFATO FERROSO RICHET";"525 mg comp.x 60";Richet;1368.98;50;684.49
44837;ibandrónico.ác.;"IBANDRONATO RICHET";"150 mg comp.rec.x 1";Richet;1069.83;50;534.92
48531;ibandrónico.ác.;"IBANDRONATO RICHET";"150 mg comp.rec.x 3";Richet;2166.11;50;1083.06
44701;ketorolac;"KETOROLAC TROMETAMINA RICHET";"10 mg comp.subl.x 10";Richet;382.8;50;191.4
54825;levetiracetam;"LEVETIRACETAM RICHET";"100 mg/ml susp.x 300 ml";Richet;5108.55;50;2554.28
39978;levofloxacina;"LEVOFLOXACINA RICHET";"25 mg/ml IV f.a.x 20 ml";Richet;1049.97;60;419.99
38313;levofloxacina;"LEVOFLOXACINA RICHET";"500 mg comp. rec. x 7";Richet;547.92;60;219.17
48532;levofloxacina;"LEVOFLOXACINA RICHET";"750 mg comp. rec. x 5";Richet;588.48;60;235.39
7792;loperamida;"LOPERAMIDA RICHET";"2 mg comp.x 10";Richet;257.34;50;128.67
37478;losartán;"LOSARTAN RICHET";"100 mg comp.x 30";Richet;1127.16;80;225.43
37479;losartán;"LOSARTAN RICHET";"100 mg comp.x 60";Richet;2212.69;80;442.54
37477;losartán;"LOSARTAN RICHET";"50 mg comp.x 30 (TRZB)";Richet;896.98;80;179.4
54625;losartán;"LOSARTAN RICHET";"50 mg comp.x 60";Richet;1596.76;80;319.35
50140;memantine;"MEMANTINA RICHET";"10 mg comp.x 30";Richet;1123.34;50;561.67
50141;memantine;"MEMANTINA RICHET";"10 mg comp.x 60";Richet;2246.02;50;1123.01
50142;memantine;"MEMANTINA RICHET";"20 mg comp.x 30";Richet;1688.68;50;844.34
36817;meprednisona;"MEPREDNISONA RICHET";"4 mg comp.x 20 (TRZB)";Richet;272.82;50;136.41
27575;meprednisona;"MEPREDNISONA RICHET";"40 mg comp.x 20 (TRZB)";Richet;1495.36;50;747.68
27573;meprednisona;"MEPREDNISONA RICHET";"8 mg comp.x 20 (TRZB)";Richet;581.46;50;290.73
14684;metronidazol;"METRONIDAZOL RICHET";"500 mg ov.x 8";Richet;322.24;50;161.12
47719;minociclina;"MINOCICLINA RICHET";"100 mg comp.x 30";Richet;1629.51;60;651.8
48239;montelukast;"MONTELUKAST RICHET";"10 mg comp.rec.x 30";Richet;1483.08;50;741.54
48242;montelukast;"MONTELUKAST RICHET";"4 mg comp.mast.x 30";Richet;1399.42;50;699.71
48240;montelukast;"MONTELUKAST RICHET";"5 mg comp.mast.x 30";Richet;1426.2;50;713.1
14339;norfloxacina;"NORFLOXACINA RICHET";"400 mg comp.x 10";Richet;383.92;60;153.57
14340;norfloxacina;"NORFLOXACINA RICHET";"400 mg comp.x 20";Richet;744.8;60;297.92
31531;omeprazol;"OMEPRAZOL RICHET";"20 mg caps.x 28";Richet;824.56;50;412.28
24356;omeprazol;"OMEPRAZOL RICHET";"40 mg IV f.a.x 1";Richet;1383.2;50;691.6
32317;omeprazol;"OMEPRAZOL RICHET";"40 mg caps.x 28";Richet;1593.12;50;796.56
6088;"penicilina g benzatínica";"PENICILINA G BENZATINICA RICHET";"1200000 UI f.a.x 1";Richet;388.19;60;155.28
6101;"penicilina g benzatínica";"PENICILINA G BENZATINICA RICHET";"2400000 UI f.a.x 1";Richet;645.94;60;258.38
55415;pregabalina;"PREGABALINA RICHET 150";"150 mg cáps.x 30";Richet;2059.39;50;1029.7
55414;pregabalina;"PREGABALINA RICHET 75";"75 mg cáps.x 30";Richet;1353.69;50;676.85
18140;rifampicina;"RIFAMPICINA RICHET";"300 mg caps.x 8";Richet;353.26;60;141.3
24354;rifampicina;"RIFAMPICINA AA RICHET";"600 mg iny.f.a.x 1x 50ml";Richet;1366.97;60;546.79
18141;rifampicina;"RIFAMPICINA RICHET";"jbe.x 50 ml";Richet;392.31;60;156.92
40383;rosuvastatina;"ROSUVASTATINA RICHET";"10 mg comp.x 28";Richet;924.93;50;462.47
55857;rosuvastatina;"ROSUVASTATINA RICHET";"10 mg comp.x 30";Richet;899.3;50;449.65
45402;rosuvastatina;"ROSUVASTATINA RICHET";"20 mg comp.x 28";Richet;1664.18;50;832.09
53220;rosuvastatina;"ROSUVASTATINA RICHET";"40 mg comp.x 28";Richet;2607.66;50;1303.83
31120;"sulfadiazina de plata+asoc.";"SULFADIAZINA DE PLATA RICHET";"1% cr.dérm.x 30 g";Richet;110.6;50;55.3
38675;"sulfadiazina de plata+asoc.";"SULFADIAZINA DE PLATA A RICHET";"cr.dérm.x 200 g";Richet;772.32;50;386.16
31119;"sulfadiazina de plata+asoc.";"SULFADIAZINA DE PLATA A RICHET";"cr.dérm.x 400 g";Richet;1403.33;50;701.67
17805;sultamicilina;"SULTAMICILINA RICHET";"375 mg comp.x 16";Richet;784.34;60;313.74
46564;tamsulosina;"TAMSULOSINA RICHET";"0.4mg caps.L.C.x30(TRZB)";Richet;1372.69;50;686.35
46565;tamsulosina;"TAMSULOSINA RICHET";"0.4mg caps.lib.cont.x 60";Richet;2247.43;50;1123.72
37081;terbinafina;"TERBINAFINA (COMO CLORHIDRATO) RICHET";"250 mg comp.x 14";Richet;898.56;50;449.28
37082;terbinafina;"TERBINAFINA (COMO CLORHIDRATO) RICHET";"250 mg comp.x 28";Richet;1775.36;50;887.68
51234;tirotricina+asoc.;"CARAMELOS ANTIBIOTICOS RICHET";"caram.x 9";Richet;190.45;50;95.23
48077;"aceite de pescado";OMACOR;"caps.blandas x 28";Richmond;2087.33;50;1043.67
50397;acetilsalicílico.ác.+asoc.;TRINOMIA;"100/40/10 mg cáps.x 28";Richmond;2440.63;50;1220.32
50396;acetilsalicílico.ác.+asoc.;TRINOMIA;"100/40/5 mg cáps.x 28";Richmond;2085.73;50;1042.87
50096;amlodipina;AMZE;"10 mg comp.x 28";Richmond;826.04;60;330.42
50095;amlodipina;AMZE;"5 mg comp.x 28";Richmond;486.48;60;194.59
27852;atorvastatín;VASTINA;"10 mg comp.x 30";Richmond;1153.51;80;230.7
27853;atorvastatín;VASTINA;"20 mg comp.x 30";Richmond;2018.48;80;403.7
41685;cerebrolysin;RENACENZ;"a.x 5 x 10 ml";Richmond;10637.65;50;5318.83
48963;clopidogrel;ANTIPLAQ;"75 mg comp.x 28";Richmond;1945.79;50;972.9
32802;clopidogrel;ANTIPLAQ;"75 mg comp.x 30";Richmond;2124.57;50;1062.29
49488;codeína+paracetamol;DOLOFRIX;"30 mg comp.x 30";Richmond;653.87;50;326.94
49489;codeína+paracetamol;"DOLOFRIX FORTE";"60 mg comp.x 30";Richmond;1698.98;50;849.49
54762;"diclofenac sódico+codeína";"DOLOFRIX PLUS";"50 mg comp.x 30";Richmond;930.09;50;465.05
38403;donepecilo;DONEPES;"10 mg comp.rec.x 30";Richmond;1670.67;50;835.34
38402;donepecilo;DONEPES;"5 mg comp.rec.x 30";Richmond;1333.71;50;666.86
44697;escitalopram;"TALPRAM 10";"comp.rec.x 10";Richmond;184;50;92
44582;escitalopram;"TALPRAM 10";"comp.rec.x 30";Richmond;1280.81;50;640.41
44583;escitalopram;"TALPRAM 20";"comp.rec.x 30";Richmond;2295.5;50;1147.75
45373;levetiracetam;"VECETAM 1000";"comp.rec.ran.x 30";Richmond;5332.25;50;2666.13
45372;levetiracetam;"VECETAM 500";"comp.rec.ran.x 60";Richmond;5332.25;50;2666.13
48966;losartán;TACARDIA;"100 mg comp.x 28";Richmond;1119.32;80;223.86
48964;losartán;TACARDIA;"50 mg comp.x 28";Richmond;836.5;80;167.3
20535;losartán;TACARDIA;"50 mg comp.x 30";Richmond;913.34;80;182.67
48965;losartán;TACARDIA;"50 mg comp.x 56";Richmond;1582.79;80;316.56
43024;losartán;TACARDIA;"50 mg comp.x 60";Richmond;1728.21;80;345.64
48967;losartán+hidroclorotiazida;"TACARDIA D";"50/12.5 mg comp.x 28";Richmond;1063.51;60;425.4
40400;memantine;PRILBEN;"10 mg comp.rec.ran.x 30";Richmond;1252.91;50;626.46
46847;memantine;PRILBEN;"20 mg comp.rec.ran.x 30";Richmond;1706.15;50;853.08
47924;olanzapina;"REVERTRIX 10";"10 mg comp.rec.x 10";Richmond;912;50;456
47925;olanzapina;"REVERTRIX 10";"10 mg comp.rec.x 30";Richmond;6077.99;50;3039
47922;olanzapina;"REVERTRIX 5";"5 mg comp.rec.x 10";Richmond;481;50;240.5
47923;olanzapina;"REVERTRIX 5";"5 mg comp.rec.x 30";Richmond;3065.23;50;1532.62
49798;omeprazol;TIMEZOL;"20 mg caps.x 28";Richmond;837.16;50;418.58
38408;paroxetina;SOSTEL;"20 mg comp.rec.x 10";Richmond;199;50;99.5
38409;paroxetina;SOSTEL;"20 mg comp.rec.x 30";Richmond;1369.2;50;684.6
54801;pregabalina;"MYSTIKA 150";"150 mg comp.rec.x 30";Richmond;1793.31;50;896.66
